%dir,flowInd,flowStat,timeFirst,timeLast,duration,numHdrDesc,numHdrs,hdrDesc,srcMac,dstMac,ethType,ethVlanID,srcIP,srcIPCC,srcIPWho,srcPort,dstIP,dstIPCC,dstIPWho,dstPort,l4Proto,macPairs,srcMac_dstMac_numP,srcManuf_dstManuf,dstPortClassN,dstPortClass,numPktsSnt,numPktsRcvd,numBytesSnt,numBytesRcvd,minPktSz,maxPktSz,avePktSize,stdPktSize,minIAT,maxIAT,aveIAT,stdIAT,pktps,bytps,pktAsm,bytAsm,tcpFStat,ipMindIPID,ipMaxdIPID,ipMinTTL,ipMaxTTL,ipTTLChg,ipTOS,ipFlags,ipOptCnt,ipOptCpCl_Num,ip6OptCntHH_D,ip6OptHH_D,tcpPSeqCnt,tcpSeqSntBytes,tcpSeqFaultCnt,tcpPAckCnt,tcpFlwLssAckRcvdBytes,tcpAckFaultCnt,tcpInitWinSz,tcpAveWinSz,tcpMinWinSz,tcpMaxWinSz,tcpWinSzDwnCnt,tcpWinSzUpCnt,tcpWinSzChgDirCnt,tcpWinSzThRt,tcpFlags,tcpAnomaly,tcpOptPktCnt,tcpOptCnt,tcpOptions,tcpMSS,tcpWS,tcpTmS,tcpTmER,tcpEcI,tcpBtm,tcpSSASAATrip,tcpRTTAckTripMin,tcpRTTAckTripMax,tcpRTTAckTripAve,tcpRTTAckTripJitAve,tcpRTTSseqAA,tcpRTTAckJitAve,tcpStates,icmpStat,icmpTCcnt,icmpBFTypH_TypL_Code,icmpTmGtw,icmpEchoSuccRatio,icmpPFindex,connSip,connDip,connSipDip,connSipDprt,connF
A,920,0x0000000000004000,1560542034.0977,1560542034.0977,0,1,3,sll:ipv4:tcp,b8:6b:23:db:31:83,00:00:00:01:00:06,0x0800,,192.168.42.110,9,Private network,49154,192.168.42.84,9,Private network,24639,6,1,b8:6b:23:db:31:83_00:00:00:01:00:06_1,Toshiba_00:00:00,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0144,65535,0,128,128,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,2097152,2097152,2097152,2097152,0,0,0,0,0x02,0x0000,1,6,0x0000001e,1460,8,0,0,0,0,0,65535,0,0,0,2.8E-05,-1,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,2,2,1
B,920,0x0000000000004001,1560542034.09772,1560542034.09772,0,1,3,sll:ipv4:tcp,70:5a:0f:92:12:2d,00:04:00:01:00:06,0x0800,,192.168.42.84,9,Private network,24639,192.168.42.110,9,Private network,49154,6,1,70:5a:0f:92:12:2d_00:04:00:01:00:06_1,HewlettP_LexmarkP,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0164,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0x14,0x0004,0,0,0x00000000,0,0,0,0,0,0,2.8E-05,2.8E-05,2.8E-05,2.8E-05,0,2.8E-05,0,0x43,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,1,1,0.5
A,921,0x0000000000004000,1560542034.61078,1560542034.61078,0,1,3,sll:ipv4:tcp,b8:6b:23:db:31:83,00:00:00:01:00:06,0x0800,,192.168.42.110,9,Private network,49154,192.168.42.84,9,Private network,24639,6,1,b8:6b:23:db:31:83_00:00:00:01:00:06_1,Toshiba_00:00:00,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0144,65535,0,128,128,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,2097152,2097152,2097152,2097152,0,0,0,0,0x02,0x0000,1,6,0x0000001e,1460,8,0,0,0,0,0,65535,0,0,0,2.4E-05,-1,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,2,2,1
B,921,0x0000000000004001,1560542034.61081,1560542034.61081,0,1,3,sll:ipv4:tcp,70:5a:0f:92:12:2d,00:04:00:01:00:06,0x0800,,192.168.42.84,9,Private network,24639,192.168.42.110,9,Private network,49154,6,1,70:5a:0f:92:12:2d_00:04:00:01:00:06_1,HewlettP_LexmarkP,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0164,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0x14,0x0004,0,0,0x00000000,0,0,0,0,0,0,2.4E-05,2.4E-05,2.4E-05,2.4E-05,0,2.4E-05,0,0x43,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,1,1,0.5
A,262,0x0000000000004000,1560541852.90476,1560541852.90476,0,1,3,sll:ipv4:udp,34:17:eb:af:c8:4c,00:01:00:01:00:06,0x0800,,192.168.42.77,9,Private network,138,192.168.42.255,9,Private network,138,17,1,34:17:eb:af:c8:4c_00:01:00:01:00:06_1,Dell_EquipTra,138,netbios-dgm,1,0,201,0,201,201,201,0,0,0,0,0,0,0,1,1,0x0100,65535,0,128,128,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00,0x0000,0,0,0x00000000,0,0,0,0,0,0,0,65535,0,0,0,0,-1,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,47,2,1,0.5
A,922,0x0000000000004000,1560542035.12556,1560542035.12556,0,1,3,sll:ipv4:tcp,b8:6b:23:db:31:83,00:00:00:01:00:06,0x0800,,192.168.42.110,9,Private network,49154,192.168.42.84,9,Private network,24639,6,1,b8:6b:23:db:31:83_00:00:00:01:00:06_1,Toshiba_00:00:00,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0144,65535,0,128,128,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,0,0x02,0x0000,1,4,0x00000016,1460,0,0,0,0,0,0,65535,0,0,0,3.3E-05,-1,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,2,2,1
B,922,0x0000000000004001,1560542035.12559,1560542035.12559,0,1,3,sll:ipv4:tcp,70:5a:0f:92:12:2d,00:04:00:01:00:06,0x0800,,192.168.42.84,9,Private network,24639,192.168.42.110,9,Private network,49154,6,1,70:5a:0f:92:12:2d_00:04:00:01:00:06_1,HewlettP_LexmarkP,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0164,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0x14,0x0004,0,0,0x00000000,0,0,0,0,0,0,3.3E-05,3.3E-05,3.3E-05,3.3E-05,0,3.3E-05,0,0x43,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,1,1,0.5
A,923,0x0000000000004000,1560542035.31471,1560542035.31471,0,1,3,sll:ipv4:tcp,b8:6b:23:db:31:83,00:00:00:01:00:06,0x0800,,192.168.42.110,9,Private network,49278,192.168.42.84,9,Private network,24639,6,1,b8:6b:23:db:31:83_00:00:00:01:00:06_1,Toshiba_00:00:00,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0144,65535,0,128,128,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,2097152,2097152,2097152,2097152,0,0,0,0,0x02,0x0000,1,6,0x0000001e,1460,8,0,0,0,0,0,65535,0,0,0,2.7E-05,-1,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,2,2,1
B,923,0x0000000000004001,1560542035.31474,1560542035.31474,0,1,3,sll:ipv4:tcp,70:5a:0f:92:12:2d,00:04:00:01:00:06,0x0800,,192.168.42.84,9,Private network,24639,192.168.42.110,9,Private network,49278,6,1,70:5a:0f:92:12:2d_00:04:00:01:00:06_1,HewlettP_LexmarkP,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0164,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0x14,0x0004,0,0,0x00000000,0,0,0,0,0,0,2.7E-05,2.7E-05,2.7E-05,2.7E-05,0,2.7E-05,0,0x43,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,1,1,0.5
A,924,0x0000000000004000,1560542035.8116,1560542035.8116,0,1,3,sll:ipv4:tcp,b8:6b:23:db:31:83,00:00:00:01:00:06,0x0800,,192.168.42.110,9,Private network,49278,192.168.42.84,9,Private network,24639,6,1,b8:6b:23:db:31:83_00:00:00:01:00:06_1,Toshiba_00:00:00,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0144,65535,0,128,128,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,2097152,2097152,2097152,2097152,0,0,0,0,0x02,0x0000,1,6,0x0000001e,1460,8,0,0,0,0,0,65535,0,0,0,3.5E-05,-1,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,2,2,1
B,924,0x0000000000004001,1560542035.81164,1560542035.81164,0,1,3,sll:ipv4:tcp,70:5a:0f:92:12:2d,00:04:00:01:00:06,0x0800,,192.168.42.84,9,Private network,24639,192.168.42.110,9,Private network,49278,6,1,70:5a:0f:92:12:2d_00:04:00:01:00:06_1,HewlettP_LexmarkP,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0164,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0x14,0x0004,0,0,0x00000000,0,0,0,0,0,0,3.5E-05,3.5E-05,3.5E-05,3.5E-05,0,3.5E-05,0,0x43,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,1,1,0.5
A,873,0x0000000000004000,1560542020.28198,1560542026.25708,5.975099,1,3,sll:ipv4:tcp,70:5a:0f:92:12:2d,00:04:00:01:00:06,0x0800,,192.168.42.84,9,Private network,42798,192.168.42.252,9,Private network,8080,6,1,70:5a:0f:92:12:2d_00:04:00:01:00:06_14,HewlettP_LexmarkP,8080,http-alt,14,17,1984,7094,0,1114,141.7143,285.3706,0,5.039029,0.4267928,1.22784,2.343057,332.0447,-0.09677419,-0.5628993,0x01d8,1,60429,64,64,0,0x00,0x0042,0,0x00_0x00000000,0_0,0x00000000_0x00000000,10,1983,3,7,6612,0,3737600,80055.81,29312,3737600,1,5,1,0,0x1b,0x0001,14,47,0x0000013e,1460,7,4160693563,10904475,0.001,1556381332.49646,0,5E-06,0.004998,0.0006356428,0.001265869,0.000209,-1,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,1,52,52,52
B,873,0x0000000000004001,1560542020.28219,1560542026.25706,5.974873,1,3,sll:ipv4:tcp,00:0c:29:ce:a8:c0,00:00:00:01:00:06,0x0800,,192.168.42.252,9,Private network,8080,192.168.42.84,9,Private network,42798,6,1,00:0c:29:ce:a8:c0_00:00:00:01:00:06_17,Vmware_00:00:00,8080,http-alt,17,14,7094,1984,0,1448,417.2941,559.438,0,5.039023,0.3514631,1.135683,2.845249,1187.306,0.09677419,0.5628993,0x01f8,1,18326,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,17,6611,0,6,1984,2,3706880,46329.06,30080,3706880,1,2,1,0,0x1b,0x0003,17,53,0x0000011e,1460,7,10904475,4160693514,0.001,1560531121.78155,0.000209,2.3E-05,5.039013,0.3766136,1.132053,0.3772492,1.132053,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,1,51,51,51
A,875,0x0000000000004000,1560542020.28217,1560542026.28832,6.006151,1,3,sll:ipv4:tcp,70:5a:0f:92:12:2d,00:04:00:01:00:06,0x0800,,192.168.42.84,9,Private network,42802,192.168.42.252,9,Private network,8080,6,1,70:5a:0f:92:12:2d_00:04:00:01:00:06_12,HewlettP_LexmarkP,8080,http-alt,12,12,1972,1758,0,1102,164.3333,299.6404,0,5.020734,0.5005125,1.295095,1.997952,328.33,0,0.05737266,0x01d8,1,27484,64,64,0,0x00,0x0042,0,0x00_0x00000000,0_0,0x00000000_0x00000000,8,1971,3,5,1758,0,3737600,107008.5,29312,3737600,1,3,1,0,0x1b,0x0001,12,38,0x0000011e,1460,7,4160693594,10904506,0.001,1556381332.4967,0,7E-06,0.045837,0.004170834,0.01176977,0.000204,-1,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,1,50,50,50
B,875,0x0000000000004001,1560542020.28237,1560542026.2883,6.00593,1,3,sll:ipv4:tcp,00:0c:29:ce:a8:c0,00:00:00:01:00:06,0x0800,,192.168.42.252,9,Private network,8080,192.168.42.84,9,Private network,42802,6,1,00:0c:29:ce:a8:c0_00:00:00:01:00:06_12,Vmware_00:00:00,8080,http-alt,12,12,1758,1972,0,1420,146.5,362.8291,0,5.066554,0.5004941,1.305788,1.998025,292.7107,0,-0.05737266,0x01f8,1,3029,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,12,1757,0,6,1972,2,3706880,106485.5,30080,3706880,1,2,1,0,0x1b,0x0003,12,38,0x0000011e,1460,7,10904506,4160693544,0.001,1560531121.78179,0.000204,0.000204,5.020717,0.5051581,1.292358,0.509329,1.292412,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,1,49,49,49
A,925,0x0000000000004000,1560542036.32684,1560542036.32684,0,1,3,sll:ipv4:tcp,b8:6b:23:db:31:83,00:00:00:01:00:06,0x0800,,192.168.42.110,9,Private network,49278,192.168.42.84,9,Private network,24639,6,1,b8:6b:23:db:31:83_00:00:00:01:00:06_1,Toshiba_00:00:00,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0144,65535,0,128,128,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,0,0x02,0x0000,1,4,0x00000016,1460,0,0,0,0,0,0,65535,0,0,0,3.4E-05,-1,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,2,2,1
B,925,0x0000000000004001,1560542036.32687,1560542036.32687,0,1,3,sll:ipv4:tcp,70:5a:0f:92:12:2d,00:04:00:01:00:06,0x0800,,192.168.42.84,9,Private network,24639,192.168.42.110,9,Private network,49278,6,1,70:5a:0f:92:12:2d_00:04:00:01:00:06_1,HewlettP_LexmarkP,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0164,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0x14,0x0004,0,0,0x00000000,0,0,0,0,0,0,3.4E-05,3.4E-05,3.4E-05,3.4E-05,0,3.4E-05,0,0x43,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,1,1,0.5
A,926,0x0000000000004000,1560542036.48485,1560542036.48485,0,1,3,sll:ipv4:tcp,b8:6b:23:db:31:83,00:00:00:01:00:06,0x0800,,192.168.42.110,9,Private network,49406,192.168.42.84,9,Private network,24639,6,1,b8:6b:23:db:31:83_00:00:00:01:00:06_1,Toshiba_00:00:00,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0144,65535,0,128,128,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,2097152,2097152,2097152,2097152,0,0,0,0,0x02,0x0000,1,6,0x0000001e,1460,8,0,0,0,0,0,65535,0,0,0,3.4E-05,-1,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,2,2,1
B,926,0x0000000000004001,1560542036.48488,1560542036.48488,0,1,3,sll:ipv4:tcp,70:5a:0f:92:12:2d,00:04:00:01:00:06,0x0800,,192.168.42.84,9,Private network,24639,192.168.42.110,9,Private network,49406,6,1,70:5a:0f:92:12:2d_00:04:00:01:00:06_1,HewlettP_LexmarkP,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0164,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0x14,0x0004,0,0,0x00000000,0,0,0,0,0,0,3.4E-05,3.4E-05,3.4E-05,3.4E-05,0,3.4E-05,0,0x43,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,1,1,0.5
A,281,0x0000000000004000,1560541854.95761,1560541854.95761,0,1,3,sll:ipv4:udp,34:17:eb:af:f9:be,00:01:00:01:00:06,0x0800,,192.168.42.101,9,Private network,68,255.255.255.255,14,Reserved,67,17,1,34:17:eb:af:f9:be_00:01:00:01:00:06_1,Dell_EquipTra,67,bootps,1,0,300,0,300,300,300,0,0,0,0,0,0,0,1,1,0x0100,65535,0,128,128,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00,0x0000,0,0,0x00000000,0,0,0,0,0,0,0,65535,0,0,0,0,-1,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,3,25,1,1,0.3333333
A,282,0x0000000000004000,1560541854.96655,1560541855.06661,0.100058,1,3,sll:ipv4:udp,34:17:eb:af:f9:be,00:02:00:01:00:06,0x0800,,192.168.42.101,9,Private network,53811,224.0.0.252,13,Multicast,5355,17,1,34:17:eb:af:f9:be_00:02:00:01:00:06_2,Dell_NetSys,5355,llmnr,2,0,44,0,22,22,22,0,0,0.100058,0.05002901,0.03537585,19.98841,439.745,1,1,0x0100,4,4,1,1,0,0x00,0x0000,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00,0x0000,0,0,0x00000000,0,0,0,0,0,0,0,65535,0,0,0,0,-1,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,15,1,1,0.5
A,927,0x0000000000004000,1560542036.98211,1560542036.98211,0,1,3,sll:ipv4:tcp,b8:6b:23:db:31:83,00:00:00:01:00:06,0x0800,,192.168.42.110,9,Private network,49406,192.168.42.84,9,Private network,24639,6,1,b8:6b:23:db:31:83_00:00:00:01:00:06_1,Toshiba_00:00:00,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0144,65535,0,128,128,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,2097152,2097152,2097152,2097152,0,0,0,0,0x02,0x0000,1,6,0x0000001e,1460,8,0,0,0,0,0,65535,0,0,0,3.9E-05,-1,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,2,2,1
B,927,0x0000000000004001,1560542036.98215,1560542036.98215,0,1,3,sll:ipv4:tcp,70:5a:0f:92:12:2d,00:04:00:01:00:06,0x0800,,192.168.42.84,9,Private network,24639,192.168.42.110,9,Private network,49406,6,1,70:5a:0f:92:12:2d_00:04:00:01:00:06_1,HewlettP_LexmarkP,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0164,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0x14,0x0004,0,0,0x00000000,0,0,0,0,0,0,3.9E-05,3.9E-05,3.9E-05,3.9E-05,0,3.9E-05,0,0x43,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,1,1,0.5
A,872,0x0000000000004000,1560542020.28046,1560542027.42068,7.140221,1,3,sll:ipv4:tcp,70:5a:0f:92:12:2d,00:04:00:01:00:06,0x0800,,192.168.42.84,9,Private network,42796,192.168.42.252,9,Private network,8080,6,1,70:5a:0f:92:12:2d_00:04:00:01:00:06_29,HewlettP_LexmarkP,8080,http-alt,29,35,4090,30328,0,1143,141.0345,320.729,0,5.061334,0.2462145,0.9016201,4.061499,572.8114,-0.09375,-0.7623337,0x01d8,1,4339,64,64,0,0x00,0x0044,0,0x00_0x00000000,0_0,0x00000000_0x00000000,25,4089,3,19,28969,0,3737600,90859.25,29312,3737600,1,17,1,0,0x1b,0x8001,29,92,0x0000013e,1460,7,4160694726,10905639,0.001,1556381332.49705,0,4E-06,0.275928,0.01160269,0.049446,0.000224,-1,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,1,48,48,48
B,872,0x0000000000004001,1560542020.28068,1560542027.42064,7.139959,1,3,sll:ipv4:tcp,00:0c:29:ce:a8:c0,00:00:00:01:00:06,0x0800,,192.168.42.252,9,Private network,8080,192.168.42.84,9,Private network,42796,6,1,00:0c:29:ce:a8:c0_00:00:00:01:00:06_35,Vmware_00:00:00,8080,http-alt,35,29,30328,4090,0,1448,866.5143,657.3431,0,5.061313,0.2039988,0.8284286,4.901989,4247.644,0.09375,0.7623337,0x01f8,1,43962,64,64,0,0x00,0x0042,0,0x00_0x00000000,0_0,0x00000000_0x00000000,35,28968,0,8,4090,2,3706880,38995.34,30080,3706880,1,4,1,0,0x1b,0x1003,35,107,0x0000011e,1460,7,10905639,4160694681,0.001,1560531121.78112,0.000224,6E-06,5.061303,0.2179812,0.8282856,0.2295839,0.8297602,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,1,47,47,47
A,928,0x0000000000004000,1560542037.4808,1560542037.4808,0,1,3,sll:ipv4:tcp,b8:6b:23:db:31:83,00:00:00:01:00:06,0x0800,,192.168.42.110,9,Private network,49406,192.168.42.84,9,Private network,24639,6,1,b8:6b:23:db:31:83_00:00:00:01:00:06_1,Toshiba_00:00:00,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0144,65535,0,128,128,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,65535,65535,65535,65535,0,0,0,0,0x02,0x0000,1,4,0x00000016,1460,0,0,0,0,0,0,65535,0,0,0,3E-05,-1,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,2,2,1
B,928,0x0000000000004001,1560542037.48083,1560542037.48083,0,1,3,sll:ipv4:tcp,70:5a:0f:92:12:2d,00:04:00:01:00:06,0x0800,,192.168.42.84,9,Private network,24639,192.168.42.110,9,Private network,49406,6,1,70:5a:0f:92:12:2d_00:04:00:01:00:06_1,HewlettP_LexmarkP,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0164,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0x14,0x0004,0,0,0x00000000,0,0,0,0,0,0,3E-05,3E-05,3E-05,3E-05,0,3E-05,0,0x43,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,1,1,0.5
A,929,0x0000000000004000,1560542037.6695,1560542037.6695,0,1,3,sll:ipv4:tcp,b8:6b:23:db:31:83,00:00:00:01:00:06,0x0800,,192.168.42.110,9,Private network,49531,192.168.42.84,9,Private network,24639,6,1,b8:6b:23:db:31:83_00:00:00:01:00:06_1,Toshiba_00:00:00,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0144,65535,0,128,128,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,2097152,2097152,2097152,2097152,0,0,0,0,0x02,0x0000,1,6,0x0000001e,1460,8,0,0,0,0,0,65535,0,0,0,3.4E-05,-1,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,2,2,1
B,929,0x0000000000004001,1560542037.66954,1560542037.66954,0,1,3,sll:ipv4:tcp,70:5a:0f:92:12:2d,00:04:00:01:00:06,0x0800,,192.168.42.84,9,Private network,24639,192.168.42.110,9,Private network,49531,6,1,70:5a:0f:92:12:2d_00:04:00:01:00:06_1,HewlettP_LexmarkP,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0164,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0x14,0x0004,0,0,0x00000000,0,0,0,0,0,0,3.4E-05,3.4E-05,3.4E-05,3.4E-05,0,3.4E-05,0,0x43,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,1,1,0.5
A,288,0x0000000000004000,1560541856.28983,1560541856.28983,0,1,3,sll:ipv4:udp,b8:ac:6f:93:71:fb,00:01:00:01:00:06,0x0800,,192.168.42.253,9,Private network,33200,255.255.255.255,14,Reserved,55905,17,1,b8:ac:6f:93:71:fb_00:01:00:01:00:06_1,Dell_EquipTra,55905,unknown,1,0,37,0,37,37,37,0,0,0,0,0,0,0,1,1,0x0100,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00,0x0000,0,0,0x00000000,0,0,0,0,0,0,0,65535,0,0,0,0,-1,0x00,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,1,24,3,3,3
A,930,0x0000000000004000,1560542038.18301,1560542038.18301,0,1,3,sll:ipv4:tcp,b8:6b:23:db:31:83,00:00:00:01:00:06,0x0800,,192.168.42.110,9,Private network,49531,192.168.42.84,9,Private network,24639,6,1,b8:6b:23:db:31:83_00:00:00:01:00:06_1,Toshiba_00:00:00,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0144,65535,0,128,128,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,0,2097152,2097152,2097152,2097152,0,0,0,0,0x02,0x0000,1,6,0x0000001e,1460,8,0,0,0,0,0,65535,0,0,0,3.2E-05,-1,0x03,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,2,2,1
B,930,0x0000000000004001,1560542038.18304,1560542038.18304,0,1,3,sll:ipv4:tcp,70:5a:0f:92:12:2d,00:04:00:01:00:06,0x0800,,192.168.42.84,9,Private network,24639,192.168.42.110,9,Private network,49531,6,1,70:5a:0f:92:12:2d_00:04:00:01:00:06_1,HewlettP_LexmarkP,24639,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0164,65535,0,64,64,0,0x00,0x0040,0,0x00_0x00000000,0_0,0x00000000_0x00000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0x14,0x0004,0,0,0x00000000,0,0,0,0,0,0,3.2E-05,3.2E-05,3.2E-05,3.2E-05,0,3.2E-05,0,0x43,0x00,0,0x00000000_0x00000000_0x0000,0x00000000,0,0,2,2,1,1,0.5
